OBJECTID,FacilityID,Installati,OWNER,OPERATINGC,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
1169,T4J4,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78643481,-88.1764483
1170,T3-J4,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78618284,-88.17515333
1171,T2-J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78662517,-88.17515458
1172,T1-J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78887846,-88.17515434
1173,T1-J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78921268,-88.17062271
1174,MH2-T1J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80349376,-88.16755613
1175,MH1-T2J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79903268,-88.16940274
1176,MH5-T2J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79589071,-88.16864661
1177,SC1-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79901683,-88.16962032
1178,T5-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78835127,-88.17105178
1179,T2-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7902585,-88.16900725
1180,J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79875408,-88.16001465
1181,J1T2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79779469,-88.15936306
1182,MH5-T13J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79767453,-88.16198071
1183,MH1-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79783276,-88.16930187
1184,MH5-T1J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79715453,-88.16677577
1185,MH5-T1J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79695,-88.16482572
1186,MH5-T11J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79617705,-88.16010831
1187,T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79525939,-88.16755672
1188,SC1-T5J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79713729,-88.17338283
1189,T1-J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79890339,-88.17342426
1190,T8J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79245585,-88.17300197
1191,T1J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79148089,-88.17269943
1192,T3J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78520235,-88.17565463
1193,T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79038762,-88.17179367
1194,J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79883845,-88.17562862
1195,SC1-T5J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80228957,-88.17425742
1196,SC1-T5J3,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80205368,-88.173897
1197,SC1-T5J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80245652,-88.1745114
1198,MH2-T1J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80579143,-88.17093476
1199,P1T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80005883,-88.16495151
1200,SC2-T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80114507,-88.16419194
1201,P13T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80064838,-88.16604571
1202,SC1-T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80084274,-88.17386994
1203,MH2-T1J4,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80292999,-88.17049263
1204,MH2-T1J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80438665,-88.16417733
1205,MH2-T2J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80472823,-88.16275683
1206,MH4-J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80235772,-88.16139018
1207,T7J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7833606,-88.17438105
1208,SC1-T1J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78532942,-88.16699484
1209,SC1-T4J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79243966,-88.15893813
1210,SC1-T5J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79341317,-88.15742301
1211,T1-J3,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79140731,-88.15812103
1212,T3-J3,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78625898,-88.17064412
1213,MH2-T4J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78789687,-88.16836726
1214,T4-J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78610531,-88.16461034
1215,T5-J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78741663,-88.16458239
1216,SC1-T6J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78857254,-88.16351992
1217,T4-J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78900385,-88.16481941
1218,SC1-T1J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78998051,-88.16367794
1219,T2-J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79027214,-88.15787811
1220,MH1-T4J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78704913,-88.16067345
1221,MH2-T5J3,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78808932,-88.16765228
1222,SC1-T2J3,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78650612,-88.16726223
1223,T1-J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78656239,-88.16070968
1224,SC1-T3J2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78740322,-88.16527833
1225,MH-T6J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78963929,-88.164717
1226,SC1-T2J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80178446,-88.17263015
1227,MH3-T1J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80474079,-88.1595906
1228,P13T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79989527,-88.17009464
1229,MH5-T7J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79458957,-88.16497279
1230,MH2-T1J3,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80264693,-88.16908398
1231,MH2-T1J5,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8032691,-88.17218613
1232,MH2-T1J8,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80336686,-88.17390144
1233,MH2-T1J7,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80367521,-88.17351922
1234,MH2-T6J6,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80466902,-88.17118988
1235,MH2-T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80059425,-88.17272774
1236,J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77934077,-88.17827939
1237,MH4-J3,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80200083,-88.16155902
1238,MH2-T6J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80474305,-88.17156869
1239,MH8-T8J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80156164,-88.17740706
1240,MH1-T9J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80152641,-88.17691984
1241,T2-J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79994431,-88.17533945
1242,T2-J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79993857,-88.17469321
1243,T2-J3,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79981536,-88.17631058
1244,T2-J4,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79910409,-88.17632219
1245,T3J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79862388,-88.17633001
1246,T3J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79811527,-88.17633707
1247,MH7-T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79913004,-88.1751621
1248,MH7-T1J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79847129,-88.17517417
1249,T1-J3,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79946952,-88.17399501
1250,T1-J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79893075,-88.17400256
1251,T1-J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79868374,-88.17400617
1252,T4-J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79992886,-88.17353537
1253,T4-J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79992217,-88.17265831
1254,T2-J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79910473,-88.17263992
1255,T3-J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79925347,-88.17191531
1256,T2-J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7986656,-88.17264619
1257,T3-J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79892863,-88.17231913
1258,SC1-T3J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79695996,-88.17170301
1259,SC1-T3J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79688239,-88.172139
1260,SC1-T2J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79804762,-88.17070673
1261,SC1-T1J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79877869,-88.17086053
1262,SC1-T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79846311,-88.17105411
1263,SC1-T3J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79749996,-88.17085771
1264,MH3-T1J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79695267,-88.16960832
1265,MH3-T1J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79687731,-88.17064249
1266,SC1T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79852232,-88.16861063
1267,SC1T3J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79848462,-88.16800032
1268,SC1T3J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79858981,-88.16684798
1269,SC1T1J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79833217,-88.16945771
1270,SC1-T5J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79794258,-88.17187579
1271,SC1-T5J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79770768,-88.17287644
1272,SC1-T5J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79792013,-88.17364221
1273,T3J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79670153,-88.17085626
1274,MH11-T2J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79531127,-88.17277173
1275,MH11-T1J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7950501,-88.17196779
1276,MH11-T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79572716,-88.17274623
1277,MH11-T2J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79595101,-88.17273584
1278,T3J5,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79586542,-88.17112051
1279,T3J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79547764,-88.17085363
1280,T3J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79494597,-88.17085247
1281,MH5-T3J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79505276,-88.16983145
1282,MH5-T4J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79495975,-88.16920179
1283,MH5-T4J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79482419,-88.16828403
1284,MH5-T5J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79477088,-88.16792318
